id,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,gap,launched_parsed,deadline_parsed
121,Tara Records An Album!,Jazz,Music,USD,2012-06-22,1000.0,2012-04-23 20:30:46,1855.0,successful,32,US,1855.0,1855.0,1000.0,-855.0,2012-04-23 20:30:46,2012-06-22 00:00:00
122,Heretic,Shorts,Film & Video,USD,2012-03-13,1000.0,2012-02-07 18:44:53,1700.0,successful,39,US,1700.0,1700.0,1000.0,-700.0,2012-02-07 18:44:53,2012-03-13 00:00:00
123,Photo Collections,Photography,Photography,USD,2015-02-20,500.0,2015-01-21 20:44:27,111.0,failed,5,US,111.0,111.0,500.0,389.0,2015-01-21 20:44:27,2015-02-20 00:00:00
124,Arctic Hysteria,Theater,Theater,USD,2012-06-23,3500.0,2012-05-23 03:57:34,3895.0,successful,54,US,3895.0,3895.0,3500.0,-395.0,2012-05-23 03:57:34,2012-06-23 00:00:00
125,Tom Tom Magazine: A Magazine About Female Drummers ISSUE #4,Nonfiction,Publishing,USD,2010-09-05,4000.0,2010-07-27 02:53:04,4490.0,successful,127,US,4490.0,4490.0,4000.0,-490.0,2010-07-27 02:53:04,2010-09-05 00:00:00
126,Sookie's Cookies,Small Batch,Food,USD,2015-11-24,1000.0,2015-09-25 16:08:29,40.0,failed,1,US,40.0,40.0,1000.0,960.0,2015-09-25 16:08:29,2015-11-24 00:00:00
127,Dr. Stadnyk's Habanero & Carrot Hot Sauce,Food,Food,USD,2014-10-03,6000.0,2014-09-02 16:46:41,10089.0,successful,282,US,10089.0,10089.0,6000.0,-4089.0,2014-09-02 16:46:41,2014-10-03 00:00:00
128,Whiskerman's new album 'Champions' on Double Vinyl LP + CD,Music,Music,USD,2015-03-11,7500.0,2015-02-09 21:10:44,9824.0,,0,"N,0",,9824.0,7500.0,,2015-02-09 21:10:44,2015-03-11 00:00:00
129,8-Bit Armory,Mixed Media,Art,USD,2014-12-20,30000.0,2014-11-20 09:40:04,960.0,failed,7,US,960.0,960.0,30000.0,29040.0,2014-11-20 09:40:04,2014-12-20 00:00:00
130,"The Coal War – a documentary about hope, change, and one unstoppable grandmother",Documentary,Film & Video,USD,2010-07-18,13125.0,2010-06-01 23:44:50,5465.02,failed,96,US,5465.02,5465.02,13125.0,7659.98,2010-06-01 23:44:50,2010-07-18 00:00:00
131,Behind the Hollywood Sign,Photography,Photography,USD,2012-09-29,4800.0,2012-08-15 23:09:37,1185.0,failed,9,US,1185.0,1185.0,4800.0,3615.0,2012-08-15 23:09:37,2012-09-29 00:00:00
132,Shirt+Zippers+Mittens=Warm and Happy Kids,Childrenswear,Fashion,USD,2015-10-13,17000.0,2015-09-13 15:26:05,6513.0,failed,67,US,6513.0,6513.0,17000.0,10487.0,2015-09-13 15:26:05,2015-10-13 00:00:00
133,Operetta,Theater,Theater,EUR,2016-01-16,2000.0,2015-12-17 19:35:31,0.0,failed,0,IT,0.0,0.0,2161.6,2000.0,2015-12-17 19:35:31,2016-01-16 00:00:00
134,Itty Bitty Miracles - debut album,Indie Rock,Music,USD,2017-01-03,5000.0,2016-11-19 18:12:37,165.0,failed,3,US,0.0,165.0,5000.0,5000.0,2016-11-19 18:12:37,2017-01-03 00:00:00
135,FoxTrot subscription box,Crafts,Crafts,USD,2017-12-05,756.0,2017-10-26 23:30:41,940.0,successful,12,US,0.0,940.0,756.0,756.0,2017-10-26 23:30:41,2017-12-05 00:00:00
136,SleepOver at the FringeNYC,Theater,Theater,USD,2012-08-28,3000.0,2012-07-09 17:23:54,4870.0,successful,60,US,4870.0,4870.0,3000.0,-1870.0,2012-07-09 17:23:54,2012-08-28 00:00:00
137,SBR Series: Pilot,Drama,Film & Video,USD,2016-03-06,2000.0,2016-01-22 08:13:16,155.0,failed,4,US,155.0,155.0,2000.0,1845.0,2016-01-22 08:13:16,2016-03-06 00:00:00
138,Creature-Craft,Video Games,Games,USD,2013-01-08,75000.0,2012-12-09 21:31:06,141.0,failed,9,US,141.0,141.0,75000.0,74859.0,2012-12-09 21:31:06,2013-01-08 00:00:00
139,The Care-Flare: Trust it with your life,Product Design,Design,CAD,2015-12-28,30000.0,2015-11-19 03:06:54,8920.0,failed,66,CA,6688.5,6424.66,21607.61,23311.5,2015-11-19 03:06:54,2015-12-28 00:00:00
140,Characters a feature film,Narrative Film,Film & Video,USD,2012-03-09,25000.0,2012-02-07 02:27:55,12209.0,failed,97,US,12209.0,12209.0,25000.0,12791.0,2012-02-07 02:27:55,2012-03-09 00:00:00
141,"Gourmet Donuts,Red Velvet Cheesecake Wontons, Java & more",Food,Food,USD,2012-11-02,20000.0,2012-10-03 22:00:31,90.0,failed,4,US,90.0,90.0,20000.0,19910.0,2012-10-03 22:00:31,2012-11-02 00:00:00
142,RCPAA - Opinion Based News Aggregation,Literary Spaces,Publishing,USD,2018-01-18,5000.0,2017-12-19 23:02:19,0.0,canceled,0,US,0.0,0.0,5000.0,5000.0,2017-12-19 23:02:19,2018-01-18 00:00:00
143,Secret Around-the-World Adventures of Owney the Postal Dog,Comics,Comics,USD,2012-11-05,10000.0,2012-10-05 04:14:29,10340.0,successful,142,US,10340.0,10340.0,10000.0,-340.0,2012-10-05 04:14:29,2012-11-05 00:00:00
144,THE OTHER BLUE 2!! - Original Comic by Justin Gloyd,Comics,Comics,USD,2014-01-20,2000.0,2013-11-21 03:00:04,328.0,failed,10,US,328.0,328.0,2000.0,1672.0,2013-11-21 03:00:04,2014-01-20 00:00:00
145,Delineation Dance's full company debut,Performances,Dance,USD,2015-10-18,5500.0,2015-09-18 17:49:49,6826.0,successful,72,US,6826.0,6826.0,5500.0,-1326.0,2015-09-18 17:49:49,2015-10-18 00:00:00
146,Surrealized is making a new album!,Electronic Music,Music,USD,2013-03-15,7000.0,2013-02-13 20:57:58,7266.41,successful,165,US,7266.41,7266.41,7000.0,-266.40999999999985,2013-02-13 20:57:58,2013-03-15 00:00:00
147,Shelly Bean the Sports Queen comes to life!,Children's Books,Publishing,USD,2014-01-06,20000.0,2013-12-05 05:18:32,22687.0,successful,275,US,22687.0,22687.0,20000.0,-2687.0,2013-12-05 05:18:32,2014-01-06 00:00:00
148,Spirit-Wracked #1,Comic Books,Comics,USD,2015-05-31,2350.0,2015-04-22 23:22:01,192.0,failed,5,US,192.0,192.0,2350.0,2158.0,2015-04-22 23:22:01,2015-05-31 00:00:00
149,AnyWay,Apps,Technology,GBP,2015-04-29,5000.0,2015-03-30 23:44:14,12.0,failed,8,GB,17.85,18.52,7716.41,4982.15,2015-03-30 23:44:14,2015-04-29 00:00:00
150,Super Cool Scientists - A Women in Science Coloring Book,Illustration,Art,USD,2016-10-16,6000.0,2016-08-30 12:22:42,8053.0,successful,207,US,411.0,8053.0,6000.0,5589.0,2016-08-30 12:22:42,2016-10-16 00:00:00
151,"Montello Artist Retreat--Phase 1, Writer's Retreat",Mixed Media,Art,USD,2015-07-10,40000.0,2015-05-11 02:45:50,0.0,canceled,0,US,0.0,0.0,40000.0,40000.0,2015-05-11 02:45:50,2015-07-10 00:00:00
152,"Detection of tunnels under Ipswich, Queensland",Technology,Technology,AUD,2015-12-08,20000.0,2015-11-08 05:05:11,0.0,failed,0,AU,0.0,0.0,14426.89,20000.0,2015-11-08 05:05:11,2015-12-08 00:00:00
153,Paying the Price for Marital Sacrifice,Nonfiction,Publishing,USD,2017-01-26,5000.0,2016-12-27 00:44:28,0.0,failed,0,US,0.0,0.0,5000.0,5000.0,2016-12-27 00:44:28,2017-01-26 00:00:00
154,Gossip Factory Press,Apparel,Fashion,USD,2016-12-07,500.0,2016-11-07 03:22:10,730.0,successful,37,US,145.0,730.0,500.0,355.0,2016-11-07 03:22:10,2016-12-07 00:00:00
155,American Football Simulation,Video Games,Games,USD,2016-11-08,100000.0,2016-09-09 17:32:35,60.0,failed,1,US,0.0,60.0,100000.0,100000.0,2016-09-09 17:32:35,2016-11-08 00:00:00
156,RAVEL a short film,Shorts,Film & Video,USD,2012-03-12,3000.0,2012-02-11 20:23:45,4033.0,successful,118,US,4033.0,4033.0,3000.0,-1033.0,2012-02-11 20:23:45,2012-03-12 00:00:00
157,Tin Wood Soldier,Music,Music,USD,2012-04-05,3000.0,2012-03-01 20:13:01,4649.0,successful,113,US,4649.0,4649.0,3000.0,-1649.0,2012-03-01 20:13:01,2012-04-05 00:00:00
158,Injured Money: Stop Getting Ripped Off for Insurance,Software,Technology,USD,2014-08-10,20000.0,2014-07-11 19:34:17,20110.0,successful,89,US,20110.0,20110.0,20000.0,-110.0,2014-07-11 19:34:17,2014-08-10 00:00:00
159,PuzzlePork - A Monochromatic Precision Platformer,Video Games,Games,GBP,2013-06-14,2500.0,2013-05-15 10:05:32,90.0,failed,4,GB,137.83,140.61,3905.76,2362.17,2013-05-15 10:05:32,2013-06-14 00:00:00
160,"Don't Hate, Feel Great!",Workshops,Dance,USD,2014-09-27,20000.0,2014-07-29 02:34:01,0.0,failed,0,US,0.0,0.0,20000.0,20000.0,2014-07-29 02:34:01,2014-09-27 00:00:00
161,Desert LiveRock,Product Design,Design,USD,2015-03-01,2000.0,2015-01-26 20:01:09,1.0,failed,1,US,1.0,1.0,2000.0,1999.0,2015-01-26 20:01:09,2015-03-01 00:00:00
162,My Toxic Backyard (Feature Documentary),Documentary,Film & Video,USD,2011-12-26,5000.0,2011-11-16 17:25:09,5220.0,successful,85,US,5220.0,5220.0,5000.0,-220.0,2011-11-16 17:25:09,2011-12-26 00:00:00
163,Retronator Pixel Art Academy,Video Games,Games,USD,2015-08-29,1000.0,2015-08-05 20:58:49,62635.28,successful,2728,US,62635.28,62635.28,1000.0,-61635.28,2015-08-05 20:58:49,2015-08-29 00:00:00
164,"AGES, The Deckbuilding Card Game With A Historical Theme.",Playing Cards,Games,USD,2015-10-30,20000.0,2015-09-30 19:02:06,3453.0,failed,61,US,3453.0,3453.0,20000.0,16547.0,2015-09-30 19:02:06,2015-10-30 00:00:00
165,Mist Wave Interactive Art Installation,Sculpture,Art,USD,2011-05-11,2200.0,2011-04-20 04:34:17,2410.0,successful,29,US,2410.0,2410.0,2200.0,-210.0,2011-04-20 04:34:17,2011-05-11 00:00:00
166,The Bikers Clubhouse -,Product Design,Design,CAD,2015-03-15,6000.0,2015-02-13 18:42:22,100.0,failed,1,CA,79.17,78.91,4734.85,5920.83,2015-02-13 18:42:22,2015-03-15 00:00:00
167,Start Ups- A Brand New Comedy!,Webseries,Film & Video,USD,2013-08-04,17500.0,2013-07-08 23:12:08,1641.0,failed,26,US,1641.0,1641.0,17500.0,15859.0,2013-07-08 23:12:08,2013-08-04 00:00:00
168,Drawing Your Future: Achieving Your Goals With Art,Performance Art,Art,USD,2016-11-05,50000.0,2016-10-06 13:06:56,2.0,failed,2,US,2.0,2.0,50000.0,49998.0,2016-10-06 13:06:56,2016-11-05 00:00:00
169,Help Sweet Ascent tour the country!,Music,Music,USD,2014-11-08,2000.0,2014-10-09 04:55:54,2340.24,,0,"N,0",,2340.24,2000.0,,2014-10-09 04:55:54,2014-11-08 00:00:00
170,Amazon Fantasy Football Team,Tabletop Games,Games,USD,2014-08-06,3300.0,2014-07-15 12:16:50,1279.0,failed,19,US,1279.0,1279.0,3300.0,2021.0,2014-07-15 12:16:50,2014-08-06 00:00:00
171,Apollo National Tour,Electronic Music,Music,USD,2012-05-23,2000.0,2012-04-23 21:39:10,41.0,failed,3,US,41.0,41.0,2000.0,1959.0,2012-04-23 21:39:10,2012-05-23 00:00:00
172,Q.U: Unique minimal RFID canvas & leather EDC organizer bag.,Product Design,Design,AUD,2017-11-08,10000.0,2017-09-27 20:08:09,1439.0,canceled,8,AU,519.62,1103.53,7668.71,9480.38,2017-09-27 20:08:09,2017-11-08 00:00:00
173,Dezign Your Mind~ Soaking in the Positive,Product Design,Design,USD,2017-01-21,10000.0,2016-12-22 00:13:24,28.0,failed,2,US,28.0,28.0,10000.0,9972.0,2016-12-22 00:13:24,2017-01-21 00:00:00
174,"Noah: Clean, Prison, or Dead",Documentary,Film & Video,USD,2013-07-07,15000.0,2013-06-21 22:43:34,6610.26,failed,195,US,6610.26,6610.26,15000.0,8389.74,2013-06-21 22:43:34,2013-07-07 00:00:00
175,2016 Cosplay for Justice Calendar,Digital Art,Art,USD,2015-09-05,4500.0,2015-08-06 20:35:34,542.0,failed,19,US,542.0,542.0,4500.0,3958.0,2015-08-06 20:35:34,2015-09-05 00:00:00
176,Long Tall Deb & Colin John: Dragonfly Album,Rock,Music,USD,2017-06-19,6700.0,2017-05-16 14:36:40,7292.42,successful,74,US,0.0,7292.42,6700.0,6700.0,2017-05-16 14:36:40,2017-06-19 00:00:00
177,No Title (Canceled),Webseries,Film & Video,USD,2013-07-09,8000.0,2013-06-11 20:48:00,0.0,canceled,0,US,0.0,0.0,8000.0,8000.0,2013-06-11 20:48:00,2013-07-09 00:00:00
178,Over the Horizon - A New Musical,Theater,Theater,USD,2013-08-01,1100.0,2013-06-03 21:04:31,155.0,failed,4,US,155.0,155.0,1100.0,945.0,2013-06-03 21:04:31,2013-08-01 00:00:00
179,Double Digits: The Story of a Neighborhood Movie Star,Documentary,Film & Video,USD,2014-04-12,25000.0,2014-03-13 05:21:45,31786.99,successful,283,US,31786.99,31786.99,25000.0,-6786.990000000002,2014-03-13 05:21:45,2014-04-12 00:00:00
180,Jack's Journey in Dance,Documentary,Film & Video,USD,2014-05-21,2500.0,2014-04-21 21:38:39,3021.0,successful,29,US,3021.0,3021.0,2500.0,-521.0,2014-04-21 21:38:39,2014-05-21 00:00:00
181,The Grapevine Escape,Immersive,Theater,USD,2015-08-02,30000.0,2015-07-03 06:05:34,30175.0,successful,84,US,30175.0,30175.0,30000.0,-175.0,2015-07-03 06:05:34,2015-08-02 00:00:00
182,Help Update and Fund Dustinl796 Videos,Film & Video,Film & Video,USD,2015-03-25,400.0,2015-02-23 19:49:46,0.0,failed,0,US,0.0,0.0,400.0,400.0,2015-02-23 19:49:46,2015-03-25 00:00:00
183,One Radish Eatery,Restaurants,Food,USD,2016-09-21,10000.0,2016-08-22 13:29:08,10349.92,successful,129,US,2207.0,10349.92,10000.0,7793.0,2016-08-22 13:29:08,2016-09-21 00:00:00
184,RETRO Game Saver - Plastic container for vintage board games,Tabletop Games,Games,USD,2012-10-30,50000.0,2012-09-30 19:10:27,150.0,failed,3,US,150.0,150.0,50000.0,49850.0,2012-09-30 19:10:27,2012-10-30 00:00:00
185,Not The Greatest Photographer,Art,Art,GBP,2015-07-10,175.0,2015-06-12 20:03:45,1.0,failed,1,GB,1.55,1.55,271.56,173.45,2015-06-12 20:03:45,2015-07-10 00:00:00
186,Thinnest Minimalist Swiss Watches Without Luxury Price Tag,Jewelry,Fashion,AUD,2017-09-21,23000.0,2017-08-16 04:43:24,4702.0,canceled,31,AU,913.71,3746.61,18326.69,22086.29,2017-08-16 04:43:24,2017-09-21 00:00:00
187,Spooky Holiday Themed Studio Ghibli Enamel Pins,Accessories,Fashion,USD,2017-09-29,310.0,2017-09-19 20:59:40,152.0,failed,6,US,114.0,152.0,310.0,196.0,2017-09-19 20:59:40,2017-09-29 00:00:00
188,Let's Get Awkward,Hip-Hop,Music,USD,2015-09-05,1000.0,2015-08-06 04:45:17,25.0,failed,1,US,25.0,25.0,1000.0,975.0,2015-08-06 04:45:17,2015-09-05 00:00:00
189,Border Crossings CD-The Americas,Music,Music,USD,2010-12-06,8500.0,2010-11-06 06:24:16,5.0,failed,1,US,5.0,5.0,8500.0,8495.0,2010-11-06 06:24:16,2010-12-06 00:00:00
190,SONS OF SOIL Promo Trailer Shoot!,Shorts,Film & Video,USD,2010-08-09,2000.0,2010-06-15 03:04:23,170.0,failed,7,US,170.0,170.0,2000.0,1830.0,2010-06-15 03:04:23,2010-08-09 00:00:00
191,DIGITAL PROJECTOR FOR THE COLUSA THEATRE,Theater,Theater,USD,2013-12-06,50000.0,2013-11-06 18:21:03,13503.0,failed,97,US,13503.0,13503.0,50000.0,36497.0,2013-11-06 18:21:03,2013-12-06 00:00:00
192,10 in the pink,Robots,Technology,USD,2014-09-11,200.0,2014-08-02 04:45:53,127.0,failed,5,US,127.0,127.0,200.0,73.0,2014-08-02 04:45:53,2014-09-11 00:00:00
193,Peter: The ROCK!,Theater,Theater,USD,2011-04-01,5000.0,2011-02-28 04:10:26,5010.0,successful,18,US,5010.0,5010.0,5000.0,-10.0,2011-02-28 04:10:26,2011-04-01 00:00:00
194,Conversation with a Killer,Experimental,Film & Video,USD,2016-11-07,3000.0,2016-10-08 07:25:34,6.0,failed,2,US,5.0,6.0,3000.0,2995.0,2016-10-08 07:25:34,2016-11-07 00:00:00
195,THE TALENT AGENT,Film & Video,Film & Video,GBP,2016-08-03,2000.0,2016-07-04 16:21:47,2165.0,successful,28,GB,716.82,2847.86,2630.82,1283.1799999999998,2016-07-04 16:21:47,2016-08-03 00:00:00
196,La Diabla: Female Comic Book Antihero,Comics,Comics,USD,2011-12-22,17500.0,2011-11-22 23:56:07,170.0,failed,8,US,170.0,170.0,17500.0,17330.0,2011-11-22 23:56:07,2011-12-22 00:00:00
197,Necropunk Pathfinder Campaign Setting,Tabletop Games,Games,USD,2013-05-08,2000.0,2013-03-09 19:56:50,3271.0,successful,124,US,3271.0,3271.0,2000.0,-1271.0,2013-03-09 19:56:50,2013-05-08 00:00:00
198,Bronze Water Feature Sculpture,Sculpture,Art,USD,2013-09-27,5500.0,2013-08-28 02:54:07,165.0,failed,4,US,165.0,165.0,5500.0,5335.0,2013-08-28 02:54:07,2013-09-27 00:00:00
199,Fritzl Agonista,Experimental,Theater,MXN,2017-08-03,25000.0,2017-07-14 06:03:53,26000.0,successful,13,MX,0.0,1460.02,1403.86,25000.0,2017-07-14 06:03:53,2017-08-03 00:00:00
200,Skate My City,Music,Music,USD,2010-04-25,600.0,2010-03-21 00:20:49,601.0,successful,12,US,601.0,601.0,600.0,-1.0,2010-03-21 00:20:49,2010-04-25 00:00:00
201,Booze for Babes: the Smart Woman's Guide to Drinking Spirits,Nonfiction,Publishing,USD,2013-08-14,6000.0,2013-07-16 14:09:56,7056.0,successful,129,US,7056.0,7056.0,6000.0,-1056.0,2013-07-16 14:09:56,2013-08-14 00:00:00
202,NuevoBar Creative Cocktail (Canceled),Technology,Technology,CAD,2014-10-07,15000.0,2014-08-23 21:26:39,3727.0,canceled,11,CA,3405.43,3328.57,13396.45,11594.57,2014-08-23 21:26:39,2014-10-07 00:00:00
203,"Peter PeaceKeeper, The Movie",Film & Video,Film & Video,USD,2013-09-27,100000.0,2013-07-29 23:53:20,13425.0,failed,31,US,13425.0,13425.0,100000.0,86575.0,2013-07-29 23:53:20,2013-09-27 00:00:00
204,"What's Up, Seven?",Children's Books,Publishing,USD,2014-10-06,2500.0,2014-09-06 07:08:26,126.0,failed,6,US,126.0,126.0,2500.0,2374.0,2014-09-06 07:08:26,2014-10-06 00:00:00
205,Running Out Of Space For My Hats,Accessories,Fashion,USD,2014-08-29,1500.0,2014-07-30 19:03:51,50.0,failed,1,US,50.0,50.0,1500.0,1450.0,2014-07-30 19:03:51,2014-08-29 00:00:00
206,How I Became A Sushi Chef - A Memoir by Kaz Matsune,Nonfiction,Publishing,USD,2018-01-31,7500.0,2018-01-01 14:26:31,134.0,live,4,US,52.0,134.0,7500.0,7448.0,2018-01-01 14:26:31,2018-01-31 00:00:00
207,El Molino Online,Journalism,Journalism,USD,2011-11-08,25000.0,2011-09-09 20:59:41,185.0,failed,4,US,185.0,185.0,25000.0,24815.0,2011-09-09 20:59:41,2011-11-08 00:00:00
208,War + Peace Debut Album,Rock,Music,USD,2015-10-08,300.0,2015-09-08 09:47:45,30.0,failed,1,US,30.0,30.0,300.0,270.0,2015-09-08 09:47:45,2015-10-08 00:00:00
209,Minecraft Server Network (Suspended),Video Games,Games,USD,2016-02-24,1200.0,2016-01-25 04:21:08,0.0,suspended,0,US,0.0,0.0,1200.0,1200.0,2016-01-25 04:21:08,2016-02-24 00:00:00
210,Van Soest Album,Music,Music,USD,2014-05-06,17000.0,2014-03-07 05:48:34,18759.0,successful,112,US,18759.0,18759.0,17000.0,-1759.0,2014-03-07 05:48:34,2014-05-06 00:00:00
211,Nerdy Candles: For Nerds,Candles,Crafts,USD,2013-08-08,5000.0,2013-07-08 16:06:51,5154.0,successful,141,US,5154.0,5154.0,5000.0,-154.0,2013-07-08 16:06:51,2013-08-08 00:00:00
212,Archive 2013: From the Mixed-Up Files of Diana G. Kimball,Periodicals,Publishing,USD,2013-11-21,1000.0,2013-11-19 21:00:09,1342.0,successful,104,US,1342.0,1342.0,1000.0,-342.0,2013-11-19 21:00:09,2013-11-21 00:00:00
213,Turn your device into an audio visual instrument! (Canceled),Apps,Technology,USD,2014-12-25,18000.0,2014-11-24 09:36:55,5722.0,canceled,67,US,5722.0,5722.0,18000.0,12278.0,2014-11-24 09:36:55,2014-12-25 00:00:00
214,The Next Stop & Go / ClarityE Short Film,Shorts,Film & Video,USD,2012-05-26,5000.0,2012-04-26 22:22:20,200.0,failed,3,US,200.0,200.0,5000.0,4800.0,2012-04-26 22:22:20,2012-05-26 00:00:00
215,The Beginning Farmer Show Video Project,Documentary,Film & Video,USD,2015-02-27,1200.0,2015-01-28 05:12:10,3400.0,successful,82,US,3400.0,3400.0,1200.0,-2200.0,2015-01-28 05:12:10,2015-02-27 00:00:00
216,"Barbie Anaka's new album, Speechless",Music,Music,USD,2011-04-09,7500.0,2011-03-08 05:50:05,8000.0,successful,29,US,8000.0,8000.0,7500.0,-500.0,2011-03-08 05:50:05,2011-04-09 00:00:00
217,Seeking Shelter Vol 3: Rescue Animals Ho!,Webcomics,Comics,USD,2015-04-10,50.0,2015-03-11 13:49:36,439.0,successful,20,US,439.0,439.0,50.0,-389.0,2015-03-11 13:49:36,2015-04-10 00:00:00
218,My first official music video for my single Forever,Hip-Hop,Music,USD,2013-07-31,700.0,2013-07-01 20:54:31,0.0,failed,0,US,0.0,0.0,700.0,700.0,2013-07-01 20:54:31,2013-07-31 00:00:00
219,GUMMER,Children's Books,Publishing,CAD,2015-07-12,750.0,2015-06-13 00:34:19,0.0,failed,0,CA,0.0,0.0,577.9,750.0,2015-06-13 00:34:19,2015-07-12 00:00:00
220,FARFLUNG - Sci-Fi Role-Play After Dark,Tabletop Games,Games,USD,2016-12-01,1475.0,2016-11-03 01:02:40,16423.0,successful,529,US,7483.0,16423.0,1475.0,-6008.0,2016-11-03 01:02:40,2016-12-01 00:00:00
221,"REDD: The Most Bad Ass Indie SciFi Adventure Movie, EVER!",Film & Video,Film & Video,USD,2012-06-03,5250.0,2012-05-01 02:23:46,5915.5,successful,96,US,5915.5,5915.5,5250.0,-665.5,2012-05-01 02:23:46,2012-06-03 00:00:00
222,Shadows Comic Book,Comics,Comics,GBP,2013-06-24,1000.0,2013-04-25 13:48:36,70.0,failed,3,GB,106.65,106.81,1525.9,893.35,2013-04-25 13:48:36,2013-06-24 00:00:00
223,My Third Studio Album,Music,Music,USD,2010-12-29,20000.0,2010-09-30 00:33:39,0.0,failed,0,US,0.0,0.0,20000.0,20000.0,2010-09-30 00:33:39,2010-12-29 00:00:00
224,Exotic Inlayed End Grain Cutting and Serving Boards,Product Design,Design,USD,2015-03-08,4000.0,2015-02-04 02:12:24,4234.0,successful,23,US,4234.0,4234.0,4000.0,-234.0,2015-02-04 02:12:24,2015-03-08 00:00:00
225,Do Good. Drink Well.,Drinks,Food,USD,2015-03-18,15000.0,2015-02-16 15:17:23,18056.0,successful,231,US,18056.0,18056.0,15000.0,-3056.0,2015-02-16 15:17:23,2015-03-18 00:00:00
226,Perception,Video Games,Games,USD,2015-06-25,150000.0,2015-05-26 15:01:51,168041.85,successful,4357,US,168041.85,168041.85,150000.0,-18041.850000000006,2015-05-26 15:01:51,2015-06-25 00:00:00
227,"How it Looks, How it Lasts: Kodachrome & the Digital Age",Documentary,Film & Video,USD,2012-03-10,2500.0,2012-02-03 23:01:23,3508.0,successful,72,US,3508.0,3508.0,2500.0,-1008.0,2012-02-03 23:01:23,2012-03-10 00:00:00
228,At the Doorway,Illustration,Art,USD,2016-11-11,1500.0,2016-10-12 18:10:14,1771.0,successful,73,US,175.0,1771.0,1500.0,1325.0,2016-10-12 18:10:14,2016-11-11 00:00:00
229,Add-on Corner Shower Shampoo Shelf / Soap Dish Stone Resin,Product Design,Design,USD,2016-04-21,1200.0,2016-03-22 16:03:27,0.0,failed,0,US,0.0,0.0,1200.0,1200.0,2016-03-22 16:03:27,2016-04-21 00:00:00
230,Pura Mariposa: 88 Butterflies of Southern Costa Rica,Photobooks,Photography,USD,2015-08-15,11150.0,2015-07-16 01:13:13,11311.0,successful,67,US,11311.0,11311.0,11150.0,-161.0,2015-07-16 01:13:13,2015-08-15 00:00:00
231,1UZFE VVTI V8 Blower Manifold,Product Design,Design,NZD,2015-07-05,9000.0,2015-06-15 11:23:34,0.0,failed,0,NZ,0.0,0.0,6075.33,9000.0,2015-06-15 11:23:34,2015-07-05 00:00:00
232,African Bobo/Bwa Sun Mask Enamel Pin,Art,Art,USD,2016-11-23,350.0,2016-10-24 23:03:19,446.0,successful,18,US,134.0,446.0,350.0,216.0,2016-10-24 23:03:19,2016-11-23 00:00:00
233,Resident Evil: Desolation,Horror,Film & Video,GBP,2016-10-18,20000.0,2016-08-19 18:11:56,0.0,canceled,0,GB,0.0,0.0,24375.38,20000.0,2016-08-19 18:11:56,2016-10-18 00:00:00
234,Travel as a child support the passion of a kid,Photo,Journalism,USD,2014-09-23,3900.0,2014-07-25 14:08:02,0.0,failed,0,US,0.0,0.0,3900.0,3900.0,2014-07-25 14:08:02,2014-09-23 00:00:00
235,Timeline Player,Apps,Technology,GBP,2015-12-13,2500.0,2015-11-13 20:33:31,65.0,failed,3,GB,98.99,96.93,3728.0,2401.01,2015-11-13 20:33:31,2015-12-13 00:00:00
236,Love Is The Key,Sculpture,Art,USD,2014-09-03,500.0,2014-08-19 04:40:45,31.0,failed,2,US,31.0,31.0,500.0,469.0,2014-08-19 04:40:45,2014-09-03 00:00:00
237,The Green Alliance - scifi WW2 Orc Miniatures,Tabletop Games,Games,GBP,2014-10-10,5860.0,2014-09-10 19:00:02,24872.15,successful,212,GB,40015.94,39880.31,9395.99,-34155.94,2014-09-10 19:00:02,2014-10-10 00:00:00
